screen_id,route_path,route_name,page_widget,page_file,layout_pattern,vpc_files,vpc_owner_file,declared_tier,suggested_tier,tier_status,l1_status,l2_status,l3_status,notes
AppRouteNames.sc118BotRiskDisclosure,AppRoutePaths.tradeBotRiskDisclosure,AppRouteNames.sc118BotRiskDisclosure,BotRiskDisclosurePage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_risk_disclosure_page.dart,shared_shell,features/trade_bots/presentation/pages/settings/bot_risk_disclosure_page.dart;features/trade_bots/presentation/widgets/settings/bot_risk_disclosure_page_common.dart;features/trade_bots/presentation/widgets/settings/bot_risk_disclosure_page_sections.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/settings/bot_risk_disclosure_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc122BotSecuritySettings,AppRoutePaths.tradeBotSecuritySettings,AppRouteNames.sc122BotSecuritySettings,BotSecuritySettingsPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_security_settings_page.dart,direct_vpc,features/trade_bots/presentation/pages/settings/bot_security_settings_page.dart;features/trade_bots/presentation/widgets/settings/bot_security_settings_cards.dart;features/trade_bots/presentation/widgets/settings/bot_security_settings_common.dart;features/trade_bots/presentation/widgets/settings/bot_security_settings_sheets.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/settings/bot_security_settings_page.dart,standard,standard|compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc126BotStrategyCompare,AppRoutePaths.tradeBotStrategyCompare,AppRouteNames.sc126BotStrategyCompare,BotStrategyComparePage,flutter_app/lib/features/trade_bots/presentation/pages/backtest/bot_strategy_compare_page.dart,shared_shell,features/trade_bots/presentation/pages/backtest/bot_strategy_compare_page.dart;features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_metrics.dart;features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_painters.dart;features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_recommendations_common.dart;features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_selection.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/backtest/bot_strategy_compare_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc119BotSuitabilityAssessment,AppRoutePaths.tradeBotSuitabilityAssessment,AppRouteNames.sc119BotSuitabilityAssessment,BotSuitabilityAssessmentPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_suitability_assessment_page.dart,direct_vpc,features/trade_bots/presentation/pages/settings/bot_suitability_assessment_page.dart;features/trade_bots/presentation/widgets/settings/bot_suitability_breakdown_common.dart;features/trade_bots/presentation/widgets/settings/bot_suitability_questions_info.dart;features/trade_bots/presentation/widgets/settings/bot_suitability_result_score.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/settings/bot_suitability_assessment_page.dart,standard,standard|compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc133BotTaxReporting,AppRoutePaths.tradeBotTaxReporting,AppRouteNames.sc133BotTaxReporting,BotTaxReportingPage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_tax_reporting_page.dart,shared_shell,features/trade_bots/presentation/pages/settings/bot_tax_reporting_page.dart;features/trade_bots/presentation/widgets/settings/bot_tax_reporting_common.dart;features/trade_bots/presentation/widgets/settings/bot_tax_reporting_notice_year.dart;features/trade_bots/presentation/widgets/settings/bot_tax_reporting_reports.dart;features/trade_bots/presentation/widgets/settings/bot_tax_reporting_summary.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/settings/bot_tax_reporting_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc117BotTermsOfService,AppRoutePaths.tradeBotTermsOfService,AppRouteNames.sc117BotTermsOfService,BotTermsOfServicePage,flutter_app/lib/features/trade_bots/presentation/pages/settings/bot_terms_of_service_page.dart,shared_shell,features/trade_bots/presentation/pages/settings/bot_terms_of_service_page.dart;features/trade_bots/presentation/widgets/settings/bot_terms_of_service_page_common.dart;features/trade_bots/presentation/widgets/settings/bot_terms_of_service_page_sections.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/settings/bot_terms_of_service_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc059TradingBots,AppRoutePaths.tradeBots,AppRouteNames.sc059TradingBots,TradingBotsPage,flutter_app/lib/features/trade_bots/presentation/pages/hub/trading_bots_page.dart,shared_shell,features/trade_bots/presentation/pages/hub/trading_bots_page.dart;features/trade_bots/presentation/widgets/hub/trading_bots_page_bot_card.dart;features/trade_bots/presentation/widgets/hub/trading_bots_page_create_bot_sheet.dart;features/trade_bots/presentation/widgets/hub/trading_bots_page_formatters.dart;features/trade_bots/presentation/widgets/hub/trading_bots_page_my_bots_tab.dart;features/trade_bots/presentation/widgets/hub/trading_bots_page_tools.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_bots/presentation/pages/hub/trading_bots_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc056Convert,AppRoutePaths.tradeConvert,AppRouteNames.sc056Convert,switch,flutter_app/lib/features/trade/presentation/tablet/pages/trade_tablet_utility_page.dart,shared_shell,features/trade/presentation/tablet/pages/trade_tablet_utility_page.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade/presentation/tablet/pages/trade_tablet_utility_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc066ActiveCopies,AppRoutePaths.tradeCopyActive,AppRouteNames.sc066ActiveCopies,ActiveCopiesPage,flutter_app/lib/features/trade_copy/presentation/pages/hub/active_copies_page.dart,direct_vpc,features/trade_copy/presentation/pages/hub/active_copies_page.dart;features/trade_copy/presentation/widgets/hub/active_copies_alerts_modal.dart;features/trade_copy/presentation/widgets/hub/active_copies_card.dart;features/trade_copy/presentation/widgets/hub/active_copies_expanded_details.dart;features/trade_copy/presentation/widgets/hub/active_copies_overview.dart;features/trade_copy/presentation/widgets/hub/active_copies_shared.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_copy/presentation/pages/hub/active_copies_page.dart,standard,standard|compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc095ArmIntegrationStatus,AppRoutePaths.tradeCopyArmIntegrationStatus,AppRouteNames.sc095ArmIntegrationStatus,ArmIntegrationStatusPage,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/arm_integration_status_page.dart,shared_shell,features/trade_compliance/presentation/pages/client_money/arm_integration_status_page.dart;features/trade_compliance/presentation/widgets/client_money/arm_integration_common_painter.dart;features/trade_compliance/presentation/widgets/client_money/arm_integration_providers.dart;features/trade_compliance/presentation/widgets/client_money/arm_integration_sla_actions.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_compliance/presentation/pages/client_money/arm_integration_status_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc115AuditTrail,AppRoutePaths.tradeCopyAuditTrail,AppRouteNames.sc115AuditTrail,AuditTrailPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/audit_trail_page.dart,shared_shell,features/trade_compliance/presentation/pages/governance/audit_trail_page.dart;features/trade_compliance/presentation/widgets/governance/audit_trail_page_common.dart;features/trade_compliance/presentation/widgets/governance/audit_trail_page_sections.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_compliance/presentation/pages/governance/audit_trail_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc096BestExecutionReports,AppRoutePaths.tradeCopyBestExecutionReports,AppRouteNames.sc096BestExecutionReports,BestExecutionReportsPage,flutter_app/lib/features/trade_compliance/presentation/pages/execution/best_execution_reports_page.dart,direct_vpc,features/trade_compliance/presentation/pages/execution/best_execution_reports_page.dart;features/trade_compliance/presentation/widgets/execution/best_execution_archive_common.dart;features/trade_compliance/presentation/widgets/execution/best_execution_current.dart;features/trade_compliance/presentation/widgets/execution/best_execution_overview.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_compliance/presentation/pages/execution/best_execution_reports_page.dart,standard,standard|compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc103CassReconciliation,AppRoutePaths.tradeCopyCassReconciliation,AppRouteNames.sc103CassReconciliation,CassReconciliationPage,flutter_app/lib/features/trade_compliance/presentation/pages/client_money/cass_reconciliation_page.dart,shared_shell,features/trade_compliance/presentation/pages/client_money/cass_reconciliation_page.dart;features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_records_common.dart;features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_summary_tabs.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_compliance/presentation/pages/client_money/cass_reconciliation_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc099ClientCategorization,AppRoutePaths.tradeCopyClientCategorization,AppRouteNames.sc099ClientCategorization,ClientCategorizationPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/client_categorization_page.dart,direct_vpc,features/trade_compliance/presentation/pages/governance/client_categorization_opt_up_page.dart;features/trade_compliance/presentation/pages/governance/client_categorization_page.dart;features/trade_compliance/presentation/widgets/governance/client_categorization_history_tab.dart;features/trade_compliance/presentation/widgets/governance/client_categorization_overview_tab.dart;features/trade_compliance/presentation/widgets/governance/client_categorization_page_chrome.dart;features/trade_compliance/presentation/widgets/governance/client_categorization_protections_requirements_tab.dart;features/trade_core/presentation/widgets/trade_module_layout.dart,features/trade_compliance/presentation/pages/governance/client_categorization_opt_up_page.dart,standard,standard|compact,aligned,pass,pass,pass,compliant
